date,tmax,tmin,precip
1980-11-08 03:00:00+00:00,25.329498,20.5295,14.299998
1980-11-09 03:00:00+00:00,28.129501,21.129501,10.5
1980-11-10 03:00:00+00:00,26.1795,20.829498,12.199998
1980-11-11 03:00:00+00:00,26.9295,20.579498,21.7
1980-11-12 03:00:00+00:00,22.9795,19.829498,11.4
1980-11-13 03:00:00+00:00,25.9795,17.7295,0.0
1980-11-14 03:00:00+00:00,28.879501,17.7295,0.0
1980-11-15 03:00:00+00:00,29.1795,18.5295,0.0
1980-11-16 03:00:00+00:00,31.2795,16.629501,0.0
1980-11-17 03:00:00+00:00,30.629501,19.579498,0.0
1980-11-18 03:00:00+00:00,29.879501,19.629501,0.0
1980-11-19 03:00:00+00:00,30.9295,21.4295,2.9
1980-11-20 03:00:00+00:00,29.4795,20.9795,2.3
1980-11-21 03:00:00+00:00,32.0295,21.079498,0.0
1980-11-22 03:00:00+00:00,31.329498,21.9795,6.2999997
1980-11-23 03:00:00+00:00,28.9295,20.879501,18.300001
1980-11-24 03:00:00+00:00,28.629501,20.5295,6.8
1980-11-25 03:00:00+00:00,29.0295,19.1795,0.0
1980-11-26 03:00:00+00:00,29.629501,20.7295,0.4
1980-11-27 03:00:00+00:00,30.6795,21.2795,0.0
1980-11-28 03:00:00+00:00,30.879501,21.7295,7.3999996
1980-11-29 03:00:00+00:00,29.879501,21.129501,11.200001
1980-11-30 03:00:00+00:00,27.0295,21.379501,16.899998
1980-12-01 03:00:00+00:00,24.629501,20.7295,19.5
1980-12-02 03:00:00+00:00,24.829498,20.4295,17.5
1980-12-03 03:00:00+00:00,28.0295,20.1795,6.1999993
1980-12-04 03:00:00+00:00,25.2295,19.879501,17.6
1980-12-05 03:00:00+00:00,27.629501,20.0295,10.0
1980-12-06 03:00:00+00:00,28.7795,19.629501,5.9
1980-12-07 03:00:00+00:00,29.379501,20.379501,2.7000003
1980-12-08 03:00:00+00:00,29.9295,20.129501,0.5
1980-12-09 03:00:00+00:00,30.0295,21.4295,4.7000003
1980-12-10 03:00:00+00:00,30.079498,19.829498,0.70000005
1980-12-11 03:00:00+00:00,29.9295,21.379501,8.5
1980-12-12 03:00:00+00:00,28.7795,20.7795,1.4000001
1980-12-13 03:00:00+00:00,27.829498,21.579498,11.499999
1980-12-14 03:00:00+00:00,26.9795,21.2295,8.8
1980-12-15 03:00:00+00:00,30.4795,20.7295,0.1
1980-12-16 03:00:00+00:00,30.4795,19.4795,0.0
1980-12-17 03:00:00+00:00,30.129501,19.5295,2.2
1980-12-18 03:00:00+00:00,29.7295,21.6795,1.2
1980-12-19 03:00:00+00:00,29.1795,21.129501,0.4
1980-12-20 03:00:00+00:00,30.829498,21.079498,1.6
1980-12-21 03:00:00+00:00,30.1795,21.2795,9.5
1980-12-22 03:00:00+00:00,28.2295,20.4295,10.999999
1980-12-23 03:00:00+00:00,29.329498,19.2295,2.7999997
1980-12-24 03:00:00+00:00,29.9795,19.629501,10.2
1980-12-25 03:00:00+00:00,28.1795,20.4795,3.2
1980-12-26 03:00:00+00:00,26.2795,21.129501,11.6
1980-12-27 03:00:00+00:00,28.4295,20.9795,4.2
1980-12-28 03:00:00+00:00,28.1795,20.4295,6.4999995
1980-12-29 03:00:00+00:00,28.879501,20.7795,1.8
1980-12-30 03:00:00+00:00,28.329498,21.2795,29.2
1980-12-31 03:00:00+00:00,27.9295,21.1795,1.9000001
